Comment,Sentiment,sentiment_confidence,sentiment_source,needs_review
,Neutral,0.3113418963308571,model_autofill,True
নব্য ফ্যাসিজম,Sarcastic_negative,0.3033403470040136,model_autofill,True
এজন্যই ত জাতি এঁদের থেকে মুখ ফিরিয়ে নিয়েছে।,Negative,0.3034124567095524,model_autofill,True
দম্ভ ধ্বংস হোক,Negative,0.2938850238825543,model_autofill,True
সঠিক মোট ২২০ পাবে,Neutral,0.2851415666089538,model_autofill,True
তাহলে আর নির্বাচন দরকার কি।,Sarcastic_negative,0.2935126843055718,model_autofill,True
,Neutral,0.3113418963308571,model_autofill,True
,Neutral,0.3113418963308571,model_autofill,True
শাপলাকলি,Neutral,0.3160022962542642,model_autofill,True
কতো পন্ডিত এখনও বলে নাহিদরে নাকি ঢাকা ১১ র অর্ধেক মানুষও চিনে না,Negative,0.3190351368713836,model_autofill,True
নাহিদ ভাইয়ের বিজয় হবেই ইনশাআল্লাহ,Positive,0.3082922476942868,model_autofill,True
আমার হাতপাখার কথা কেউ কয় না কে,Sarcastic_negative,0.3057037698849703,model_autofill,True
কাকি চাঁদাবাজির কথা বইলা বিএনপির পোন মারি দিছে,Sarcastic_negative,0.3214531500891765,model_autofill,True
দল মত ধর্ম বর্ণ নির্বিশেষে - ভোট দিবো সবাই ধানের শীষে,Positive,0.3144359481826238,model_autofill,True
নাহিদ ভাই পাশ করুক এটা মনেপ্রাণে চাই,Positive,0.3028555322645091,model_autofill,True
ঢাকার মানুষের কৃতজ্ঞতা,Positive,0.3000927734629579,model_autofill,True
বুদ্ধিজীবি ১২ কোটি ভোটারের মনের খবর জানে,Sarcastic_negative,0.2919914605495144,model_autofill,True
সস্তা বুদ্ধিজীবী!,Sarcastic_negative,0.2808111794201438,model_autofill,True
রুমিন আপার প্রেডিকশনটা যদি একটু করে দিতেন!!,Sarcastic_negative,0.301087453787263,model_autofill,True
জাহিদ ভাইয়ের মুখ বন্ধ করার জন্যই মানুষ জামাতকে ভোট দেবে,Negative,0.3233098780783704,model_autofill,True
"জামাতের ইশতিহারে ইসলামকে নৈতিকতা, দায়িত্বশীলতা ও মানবকল্যাণের দর্শন হিসেবে তুলে ধরা হয়েছে। শরিয়াহ বলতে শুধু দণ্ডবিধি নয়; বরং ন্যায়বিচার, দুর্নীতিমুক্ত শাসন, মানবিক মর্যাদা, সামাজিক নিরাপত্তা ও জবাবদিহিকে অগ্রাধিকার দেওয়া হয়েছে",Positive,0.3220326669287908,model_autofill,True
বস্তাপচা বুদ্ধিজীবী!,Sarcastic_negative,0.2847217942956445,model_autofill,True
কিসের বুদ্ধিজীবি ওনার মাথায় তো কুত্তার গু বরা,Sarcastic_negative,0.3051231585153234,model_autofill,True
জাহেদ় ভাই সঠিক বলছেন,Positive,0.2798522071070026,model_autofill,True
তোমার মুখের কথা মুখেই থেকে যাবে তোমার ধারণা নাই এসব তেল মারা কথা,Sarcastic_negative,0.3155313620037419,model_autofill,True
আলহামদুলিল্লাহ দাঁড়িপাল্লা,Positive,0.2871952745748123,model_autofill,True
ওকে চিনেছি দালাল একটা আগে গোঁড়ার খবর নে পরে সিদ্ধান্ত কর,Negative,0.3162283300565285,model_autofill,True
বাংলাদেশের সব ভোটে গ্রেট মাদারবোর্ডে দিব। যার জন্যই তো ভোটকেন্দ্র থেকে ৪০০ মিটার দূরে মোবাইল নেওয়া যাবে না। যদি মোবাইল নেওয়া যায় তাহলে তো টু থার্ড মেজরিটি হবে না,Sarcastic_negative,0.3138661117078963,model_autofill,True
ইসলাম থাক বা না থাক সেটা বড় ব্যাপার না ব্যাপারটা হচ্ছে তারা সৎ আপনাদের মত অসৎ না সেই জন্যই সেখানে ভোট দেয়া উচিত,Negative,0.3114640385253949,model_autofill,True
বাহ্: বিনা মূলধনে ধনী হওয়ার নিনজা টেকনিক।,Negative,0.2926932220081085,model_autofill,True
বিপুল ভোটে ধরনের শীষ,Sarcastic_negative,0.3153871776640735,model_autofill,True
৭০% বললেও এটা সামনের কয়েক সপ্তাহে ৮০% হয়ে যাবে।,Sarcastic_negative,0.3220266768291983,model_autofill,True
ধানের শীষের ভোটার যারা জয়ের মালা পর্বে তারা ধানের শীর্ষে ভোটার যারা করবে তারা,Positive,0.3127314137951663,model_autofill,True
"তারেকের অনেক গুণ, ইলেকশনে মানুষ খু' ন",Negative,0.312032079362937,model_autofill,True
খাম্বা বলে কি বুঝাইলো রে ভাই ওইটা যে বল্লি না,Sarcastic_negative,0.3049889141712879,model_autofill,True
"বিএনপি হেরে গেলে হেরে যাবে বাংলাদেশ ❤️প্রজন্ম থেকে প্রজন্ম ধানের শীষ থাকবে🤲 দলে দলে যোগ দিন ধানের শীষে ভোট দিন

",Positive,0.3124422069645307,model_autofill,True
খাম্বা তারেক বলছে সেটাও বলো,Sarcastic_negative,0.2850251712784294,model_autofill,True
,Neutral,0.3113418963308571,model_autofill,True
